time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
1.0,0.0,-8.0,2387.11,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.71,1.03,0.02,405.1,routeedge1_0,5.1,64.94,90.0,0.01,14.43,edge1,0
2.0,2.51,-8.0,2944.91,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.97,1.27,0.08,419.67,routeedge1_0,19.67,65.37,90.0,0.03,14.57,edge1,0
3.0,0.0,-8.0,2827.91,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.91,1.22,0.06,434.36,routeedge1_0,34.36,65.37,90.0,0.02,14.68,edge1,0
4.0,0.0,-8.0,2735.18,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.87,1.18,0.05,449.12,routeedge1_0,49.12,65.36,90.0,0.02,14.76,edge1,0
5.0,0.0,-8.0,2663.09,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.83,1.14,0.04,463.95,routeedge1_0,63.95,65.35,90.0,0.02,14.83,edge1,0
6.0,0.0,-8.0,2607.87,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.81,1.12,0.03,478.82,routeedge1_0,78.82,65.35,90.0,0.02,14.87,edge1,0
7.0,0.0,-8.0,2566.04,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.79,1.1,0.03,493.72,routeedge1_0,93.72,65.35,90.0,0.02,14.91,edge1,0
8.0,0.0,-8.0,2534.62,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.77,1.09,0.02,508.66,routeedge1_0,108.66,65.34,90.0,0.02,14.93,edge1,0
9.0,0.0,-8.0,2511.16,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.76,1.08,0.02,523.6,routeedge1_0,123.6,65.34,90.0,0.02,14.95,edge1,0
10.0,0.0,-8.0,2493.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.75,1.07,0.02,538.57,routeedge1_0,138.57,65.34,90.0,0.01,14.96,edge1,0
11.0,0.0,-8.0,2480.82,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.74,1.07,0.01,553.54,routeedge1_0,153.54,65.34,90.0,0.01,14.97,edge1,0
12.0,0.0,-8.0,2471.28,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.74,1.06,0.01,568.52,routeedge1_0,168.52,65.34,90.0,0.01,14.98,edge1,0
13.0,0.0,-8.0,2464.25,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.74,1.06,0.01,583.5,routeedge1_0,183.5,65.34,90.0,0.01,14.99,edge1,0
14.0,0.0,-8.0,2459.07,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.06,0.01,598.49,routeedge1_0,198.49,65.34,90.0,0.01,14.99,edge1,0
15.0,0.0,-8.0,2455.26,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.06,0.01,613.38,routeedge1_0,13.38,65.34,90.0,0.01,14.99,edge2,0
16.0,0.0,-8.0,2452.46,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,628.38,routeedge1_0,28.38,65.34,90.0,0.01,14.99,edge2,0
17.0,0.0,-8.0,2450.4,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,643.37,routeedge1_0,43.37,65.34,90.0,0.01,15.0,edge2,0
18.0,0.0,-8.0,2448.89,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,658.37,routeedge1_0,58.37,65.34,90.0,0.01,15.0,edge2,0
19.0,0.0,-8.0,2447.78,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,673.37,routeedge1_0,73.37,65.34,90.0,0.01,15.0,edge2,0
20.0,0.0,-8.0,2446.97,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,688.37,routeedge1_0,88.37,65.34,90.0,0.01,15.0,edge2,0
21.0,0.0,-8.0,2446.37,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,703.37,routeedge1_0,103.37,65.34,90.0,0.01,15.0,edge2,0
22.0,0.0,-8.0,2445.93,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,718.36,routeedge1_0,118.36,65.34,90.0,0.01,15.0,edge2,0
23.0,0.0,-8.0,2445.61,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,733.36,routeedge1_0,133.36,65.34,90.0,0.01,15.0,edge2,0
24.0,0.0,-8.0,2445.37,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,748.36,routeedge1_0,148.36,65.34,90.0,0.01,15.0,edge2,0
25.0,0.0,-8.0,2445.2,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,763.36,routeedge1_0,163.36,65.34,90.0,0.01,15.0,edge2,0
26.0,0.0,-8.0,2445.07,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,778.36,routeedge1_0,178.36,65.34,90.0,0.01,15.0,edge2,0
27.0,0.0,-8.0,2444.98,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,793.36,routeedge1_0,193.36,65.34,90.0,0.01,15.0,edge2,0
28.0,0.0,-8.0,2444.91,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,808.36,routeedge1_0,208.36,65.34,90.0,0.01,15.0,edge2,0
29.0,0.0,-8.0,2444.86,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,823.36,routeedge1_0,223.36,65.34,90.0,0.01,15.0,edge2,0
30.0,0.0,-8.0,2444.82,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,838.36,routeedge1_0,238.36,65.34,90.0,0.01,15.0,edge2,0
31.0,0.0,-8.0,2444.8,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,853.36,routeedge1_0,253.36,65.34,90.0,0.01,15.0,edge2,0
32.0,0.0,-8.0,2444.78,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,868.36,routeedge1_0,268.36,65.34,90.0,0.01,15.0,edge2,0
33.0,0.0,-8.0,2444.76,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,883.36,routeedge1_0,283.36,65.34,90.0,0.01,15.0,edge2,0
34.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,898.36,routeedge1_0,298.36,65.34,90.0,0.0,15.0,edge2,0
35.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,913.36,routeedge1_0,313.36,65.34,90.0,0.0,15.0,edge2,0
36.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,928.36,routeedge1_0,328.36,65.34,90.0,0.0,15.0,edge2,0
37.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,943.36,routeedge1_0,343.36,65.34,90.0,0.0,15.0,edge2,0
38.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,958.36,routeedge1_0,358.36,65.34,90.0,0.0,15.0,edge2,0
39.0,0.0,-8.0,2444.71,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,973.36,routeedge1_0,373.36,65.34,90.0,0.01,15.0,edge2,0
40.0,0.0,-8.0,2444.73,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,988.36,routeedge1_0,388.36,65.34,90.0,0.01,15.0,edge2,0
41.0,0.0,-8.0,2444.74,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.73,1.05,0.01,1003.36,routeedge1_0,403.36,65.34,90.0,0.01,15.0,edge2,0
