time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
1.0,2.73,-8.0,3771.49,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,1.16,1.62,0.1,405.1,routeedge1_0,5.1,70.24,90.0,0.05,22.91,edge1,0
2.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,427.29,routeedge1_0,27.29,68.88,90.0,0.0,22.19,edge1,0
3.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,448.96,routeedge1_0,48.96,68.8,90.0,0.0,21.67,edge1,0
4.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,470.25,routeedge1_0,70.25,68.74,90.0,0.0,21.29,edge1,0
5.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,491.26,routeedge1_0,91.26,68.7,90.0,0.0,21.01,edge1,0
6.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,512.05,routeedge1_0,112.05,68.67,90.0,0.0,20.79,edge1,0
7.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,532.68,routeedge1_0,132.68,68.65,90.0,0.0,20.62,edge1,0
8.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,553.17,routeedge1_0,153.17,68.63,90.0,0.0,20.49,edge1,0
9.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,573.56,routeedge1_0,173.56,68.61,90.0,0.0,20.39,edge1,0
10.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,593.87,routeedge1_0,193.87,68.6,90.0,0.0,20.31,edge1,0
11.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,614.02,routeedge1_0,14.02,68.59,90.0,0.0,20.25,edge2,0
12.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,634.22,routeedge1_0,34.22,68.58,90.0,0.0,20.2,edge2,0
13.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,654.37,routeedge1_0,54.37,68.58,90.0,0.0,20.16,edge2,0
14.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,674.5,routeedge1_0,74.5,68.57,90.0,0.0,20.13,edge2,0
15.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,694.6,routeedge1_0,94.6,68.57,90.0,0.0,20.1,edge2,0
16.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,714.68,routeedge1_0,114.68,68.56,90.0,0.0,20.08,edge2,0
17.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,734.74,routeedge1_0,134.74,68.56,90.0,0.0,20.06,edge2,0
18.0,0.0,-8.0,0.0,0.0,traffic_slow,flow_00.0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,754.79,routeedge1_0,154.79,68.56,90.0,0.0,20.05,edge2,0
